address,bizhour,img,lat,link,lng,name,rating,rest_type,tel
경남 남해군 상주면 상주리 543-2,운영시간: 10:00 ~ 23:00  휴일: 연중무휴,http://www.menupan.com/restaurant/restimg/009/zzmenuimg/j7005994_z.jpg,34.7176302378628,http://www.menupan.com/restaurant/onepage.asp?acode=J700599,127.99201605894,상주바다횟집,3.8,일식-생선회,055-863-5226
서울 영등포구 당산동6가 337-23,운영시간: 행사일정에 따라 변동  휴일: 행사일정에 따라 변동,http://www.menupan.com/restaurant/restimg/001/zzmenuimg/e1006314_z.jpg,37.534897563882,http://www.menupan.com/restaurant/onepage.asp?acode=E100631,126.900396834763,그랜드컨벤션센터,4.1,일반뷔페,02-3667-7103
강원 강릉시 난곡동 259,운영시간: 11:30 ~ 21:00  휴일: 명절 연휴,http://www.menupan.com/restaurant/restimg/009/zzmenuimg/h2010994_z.jpg,37.7910940937853,http://www.menupan.com/restaurant/onepage.asp?acode=H201099,128.880905477087,서지초가뜰,3.3,한식,033-646-4430
경기 수원시 영통구 이의동 1312,운영시간: 11:00 ~ 22:00  휴일: 명절,http://www.menupan.com/restaurant/restimg/004/zzmenuimg/h4934643_z.jpg,37.294506492959,http://www.menupan.com/restaurant/onepage.asp?acode=H493464,127.053923441033,박경규항아리보쌈 광교이의점,3.7,한식-족발/보쌈,031-212-0101
서울 서초구 양재동 241-3 보성빌딩 B1,운영시간: 11:30 ~ 22:00  휴일: 명절 당일 휴무,http://www.menupan.com/restaurant/restimg/001/zzmenuimg/h12035140_z.jpg,37.4731886842164,http://www.menupan.com/restaurant/onepage.asp?acode=H120351,127.039307540054,배나무골,4.1,한식,02-571-5252
경기 수원시 권선구 권선동 963-6,운영시간: 11:30 ~ 21:30  휴일: 명절,http://www.menupan.com/restaurant/restimg/006/zzmenuimg/h49350615_z.jpg,37.2607163439608,http://www.menupan.com/restaurant/onepage.asp?acode=H493506,127.021855457933,명금애한상차림,4.2,한식-일반한식,031-226-3578
경기 파주시 문발동 549-5 아이리스 빌딩 105호,운영시간: 11:00 ~ 14:00  휴일: 연중무휴,http://www.menupan.com/restaurant/restimg/006/zzmenuimg/h4925564_z.jpg,37.7277422753139,http://www.menupan.com/restaurant/onepage.asp?acode=H492556,126.705873528876,춘천정통닭갈비,4.3,한식,031-946-2220
경기 과천시 별양동 1-17 지하1층,운영시간: 11:30 ~ 21:30  휴일: 명절휴무,http://www.menupan.com/restaurant/restimg/002/zzmenuimg/j1037024_z.jpg,37.4277238984324,http://www.menupan.com/restaurant/onepage.asp?acode=J103702,126.992038907934,청도수산,3.8,일식(일식전문점),02-503-1616
강원 원주시 반곡동 1885-1 반곡빌딩2층,운영시간: 11:30 ~ 22:00  휴일: 매월/1day 정기휴일 (홈페이지 공지 참조),http://www.menupan.com/restaurant/restimg/001/zzmenuimg/j2003711_z.jpg,37.3263383884938,http://www.menupan.com/restaurant/onepage.asp?acode=J200371,127.984684718882,스시노백쉐프 원주혁신 24호점,4.6,일식-초밥/롤전문,033-733-5802
서울 종로구 신문로2가 1-152,운영시간: 11:30 ~ 22:00  휴일: 명절 / 공휴일,http://www.menupan.com/restaurant/restimg/006/zzmenuimg/r10689617_z.jpg,37.5708484701895,http://www.menupan.com/restaurant/onepage.asp?acode=R106896,126.971310245049,아데쏘(ADESSO),3.9,양식-이탈리아음식,02-739-8788
서울 강남구 청담동 129-10,운영시간: 00:00 ~ 24:00  휴일: 연중무휴,http://www.menupan.com/restaurant/restimg/004/zzmenuimg/h1195944_z.jpg,37.5255141343255,http://www.menupan.com/restaurant/onepage.asp?acode=H119594,127.05283529677,새벽집,3.8,한식,02-546-5739
제주 서귀포시 성산읍 고성리 330-1,운영시간: 11:00 ~ 22:00  휴일: 연중무휴,http://www.menupan.com/restaurant/restimg/003/zzmenuimg/j60058314_z.jpg,33.4478968346802,http://www.menupan.com/restaurant/onepage.asp?acode=J600583,126.91603041528,어멍횟집,3.5,일식-생선회,064-783-1177
서울 양천구 신정동 321-6 센트럴프라자 1406호,운영시간: 11:30 ~ 22:00  휴일: 일요일휴무,http://www.menupan.com/restaurant/restimg/006/zzmenuimg/r1066269_z.jpg,37.5173737509646,http://www.menupan.com/restaurant/onepage.asp?acode=R106626,126.865303845624,마고레스토랑,4.0,양식-이탈리아음식,02-2653-7115
경남 진주시 평거동 770-7,운영시간: 12:00 ~ 21:00  휴일: 명절,http://www.menupan.com/restaurant/restimg/000/zzmenuimg/j70057044_z.jpg,35.1731016501648,http://www.menupan.com/restaurant/onepage.asp?acode=J700570,128.065747440575,동경회초밥,3.5,일식,055-747-0067
전남 보성군 보성읍 우산리 319-5,운영시간: 07:00 ~ 21:00  휴일: 명절,http://www.menupan.com/restaurant/restimg/002/zzmenuimg/h5025525_z.jpg,34.7638160343046,http://www.menupan.com/restaurant/onepage.asp?acode=H502552,127.078424786074,봉산식당,3.9,한식-일반한식,061-852-3537
경남 창원시 성산구 상남동 9-3 1층,운영시간: 11:30 ~ 01:00  휴일: 연중무휴,http://www.menupan.com/restaurant/restimg/004/zzmenuimg/h7022244_z.jpg,35.2230437871239,http://www.menupan.com/restaurant/onepage.asp?acode=H702224,128.686162702874,짚신매운갈비찜(상남점),3.8,한식-갈비,070-4418-6799
경기 광명시 노온사동 359-3,운영시간: 09:30 ~ 21:30  휴일: 명절,http://www.menupan.com/restaurant/restimg/004/zzmenuimg/h4927344_z.jpg,37.4437226155704,http://www.menupan.com/restaurant/onepage.asp?acode=H492734,126.846719561704,옛날동태매운탕,4.0,한식-해물요리,02-2612-0505
경기 용인시 기흥구 보라동 410-2,운영시간: 11:30 ~ 22:00  휴일: 명절,http://www.menupan.com/restaurant/restimg/007/zzmenuimg/h4923175_z.jpg,37.255051422056,http://www.menupan.com/restaurant/onepage.asp?acode=H492317,127.108989126571,주문진해물(용인),3.7,한식-해물요리,031-282-5353
광주 동구 운림동 669-3 1층,운영시간: 10:00 ~ 24:00  휴일: 연중무휴,http://www.menupan.com/restaurant/restimg/008/zzmenuimg/d50097828_z.jpg,35.1323325255764,http://www.menupan.com/restaurant/onepage.asp?acode=D500978,126.943730129095,더세인트(THE SAINT),4.2,카페/주점-카페,062-228-6676
강원 강릉시 성산면 구산리 298-1,운영시간: 10:00 ~ 20:00  휴일: 월요일휴무,http://www.menupan.com/restaurant/restimg/006/zzmenuimg/h2011264_z.jpg,37.7150130666153,http://www.menupan.com/restaurant/onepage.asp?acode=H201126,128.832355012032,숲속집,3.6,한식-기타,033-641-9122
경기 과천시 별양동 1-14,운영시간: 10:00 ~ 22:00  휴일: 명절 휴무,http://www.menupan.com/restaurant/restimg/003/zzmenuimg/h49228311_z.jpg,37.4275115204471,http://www.menupan.com/restaurant/onepage.asp?acode=H492283,126.992493700371,통나무집,3.8,한식(찌개전문점),02-503-7881
서울 마포구 서교동 327-20,운영시간: 11:30 ~ 21:30  휴일: -,http://www.menupan.com/restaurant/restimg/004/zzmenuimg/j1038244_z.jpg,37.5550480175262,http://www.menupan.com/restaurant/onepage.asp?acode=J103824,126.929176199925,고토히라우동,4.0,한식,02-333-4885
경북 포항시 남구 이동 654-14,운영시간: 16:00 ~ 02:00  휴일: 연중무휴,http://www.menupan.com/restaurant/restimg/006/zzmenuimg/h7023264_z.jpg,36.0282179885694,http://www.menupan.com/restaurant/onepage.asp?acode=H702326,129.338893445514,장풍,3.9,한식-삼겹살,054-283-5293
부산 사하구 하단동 605-38,"운영시간: 11:00 ~ 21:00  휴일: 명절, 화요일",http://www.menupan.com/restaurant/restimg/007/zzmenuimg/c6000379_z.jpg,35.103646765858,http://www.menupan.com/restaurant/onepage.asp?acode=C600037,128.962474123363,복성반점,3.4,중식,051-202-5254
강원 강릉시 포남동 1150-8,운영시간: 11:00 ~ 22:00  휴일: 명절,http://www.menupan.com/restaurant/restimg/002/zzmenuimg/h20138210_z.jpg,37.7669249607042,http://www.menupan.com/restaurant/onepage.asp?acode=H201382,128.908699041582,산두꺼비식당,3.9,한식-일반한식,033-645-7371
경기 평택시 포승읍 만호리 570-1 평택항마린센터 15층,운영시간: 11:30 ~ 22:30  휴일: 연중무휴,http://www.menupan.com/restaurant/restimg/000/zzmenuimg/r4027002_z.jpg,36.9576118267042,http://www.menupan.com/restaurant/onepage.asp?acode=R402700,126.848331732467,몬테비안코,3.7,양식,031-8053-7777
강원 춘천시 동면 만천리 807-4,운영시간: 11:30 ~ 21:30  휴일: 명절,http://www.menupan.com/restaurant/restimg/004/zzmenuimg/h2010844_z.jpg,37.8833832190471,http://www.menupan.com/restaurant/onepage.asp?acode=H201084,127.756611622899,하주골,3.6,한식(한정식전문점),033-256-7963
서울 노원구 상계동 349-3,운영시간: 11:00 ~ 00:00  휴일: -,http://www.menupan.com/restaurant/restimg/005/zzmenuimg/h1201955_z.jpg,37.6568477047609,http://www.menupan.com/restaurant/onepage.asp?acode=H120195,127.064950752742,한우마을숯불,4.1,한식-갈비,02-934-9232
울산 울주군 삼남면 교동리 1576-12,운영시간: 10:00 ~ 22:00  휴일: 연중무휴,http://www.menupan.com/restaurant/restimg/008/zzmenuimg/h7023189_z.jpg,35.5605765493446,http://www.menupan.com/restaurant/onepage.asp?acode=H702318,129.117656555678,갈비구락부한우불고기 본점,3.7,한식-생고기/등심,052-264-4747
충남 천안시 서북구 두정동 1988 번지,운영시간: 11:00 ~ 22:00  휴일: 명절,http://www.menupan.com/restaurant/restimg/000/zzmenuimg/j3004604_z.jpg,36.8341391274453,http://www.menupan.com/restaurant/onepage.asp?acode=J300460,127.13156332761,려일식,4.0,일식,041-568-0002
서울 중구 북창동 129-1,운영시간: 11:00 ~ 23:30  휴일: 일요일/공휴일 휴무,http://www.menupan.com/restaurant/restimg/004/zzmenuimg/h1207146_z.jpg,37.5614493022919,http://www.menupan.com/restaurant/onepage.asp?acode=H120714,126.978423200815,화로양갈비집,3.7,한식-갈비,02-310-9202
서울 중구 충무로5가 86-2,운영시간: 11:00 ~ 23:00  휴일: 연중무휴,http://www.menupan.com/restaurant/restimg/006/zzmenuimg/h1207365_z.jpg,37.5614067112886,http://www.menupan.com/restaurant/onepage.asp?acode=H120736,126.997631815476,봉추찜닭 충무로점,4.0,한식-닭/오리요리,02-2269-6981
강원 춘천시 신북읍 천전리 38-26,운영시간: 10:00 ~ 21:00  휴일: 명절,http://www.menupan.com/restaurant/restimg/003/zzmenuimg/h2010834_z.jpg,37.9330999099617,http://www.menupan.com/restaurant/onepage.asp?acode=H201083,127.793362941031,통나무집닭갈비,3.7,한식(닭갈비전문점),033-241-5999
서울 강남구 삼성동 159 코엑스몰 P106,운영시간: 11:00 ~ 23:00  휴일: 연중무휴,http://www.menupan.com/restaurant/restimg/007/zzmenuimg/r1069576_z.jpg,37.5116706176116,http://www.menupan.com/restaurant/onepage.asp?acode=R106957,127.061448538984,테이스팅룸 코엑스점,3.6,양식-이탈리아음식,02-551-3699
경기 성남시 분당구 정자동 66-12,운영시간: 17:00 ~ 01:00  휴일: 연중무휴,http://www.menupan.com/restaurant/restimg/002/zzmenuimg/h4928724_z.jpg,37.3690479808623,http://www.menupan.com/restaurant/onepage.asp?acode=H492872,127.11256516462,찌마기,3.7,한식-해물요리,031-711-0663
경기 남양주시 별내동 2167-34,운영시간: 12:00 ~ 22:00  휴일: 명절,http://www.menupan.com/restaurant/restimg/001/zzmenuimg/h49308110_z.jpg,37.6678126177576,http://www.menupan.com/restaurant/onepage.asp?acode=H493081,127.11990155164,바위와소나무,2.8,한식-한정식,031-529-1235
서울 성북구 성북동 256-2,운영시간: 09:30 ~ 22:00  휴일: 매주 월요일 휴무,http://www.menupan.com/restaurant/restimg/001/zzmenuimg/j1039614_z.jpg,37.5946480733639,http://www.menupan.com/restaurant/onepage.asp?acode=J103961,126.994683517346,금왕돈까스,4.2,일식-돈까스전문,02-763-9366
제주 서귀포시 토평동 262-1,운영시간: 11:00 ~ 21:30  휴일: 명절,http://www.menupan.com/restaurant/restimg/000/zzmenuimg/h6019408_z.jpg,33.2572480200072,http://www.menupan.com/restaurant/onepage.asp?acode=H601940,126.588516942937,흑한우명품관,4.2,한식-생고기/등심,064-732-1486
서울 성북구 하월곡동 46-73,운영시간: 11:00 ~ 22:00  휴일: 홈플러스 휴뮤일,http://www.menupan.com/restaurant/restimg/009/zzmenuimg/e1006394_z.jpg,37.6017146982898,http://www.menupan.com/restaurant/onepage.asp?acode=E100639,127.040443151682,채선당플러스 월곡점,3.3,일반뷔페,02-910-1920
경기 수원시 영통구 망포동 26,운영시간: 10:00 ~ 21:30  휴일: 명절휴무,http://www.menupan.com/restaurant/restimg/009/zzmenuimg/h4936295_z.jpg,37.2459616457183,http://www.menupan.com/restaurant/onepage.asp?acode=H493629,127.053538759275,동수원갈비,3.7,한식-갈비,031-206-2822
경남 창원시 의창구 중동 474,운영시간: 11:30 ~ 21:30  휴일: 명절,http://www.menupan.com/restaurant/restimg/008/zzmenuimg/h7022284_z.jpg,35.2645597964594,http://www.menupan.com/restaurant/onepage.asp?acode=H702228,128.623404481604,동해해물탕,3.0,한식,055-298-9904
서울 용산구 이태원동 257-4,운영시간: 18:00 ~ 01:00  휴일: 연중무휴,http://www.menupan.com/restaurant/restimg/006/zzmenuimg/d10350624_z.jpg,37.5409580054989,http://www.menupan.com/restaurant/onepage.asp?acode=D103506,126.992926720564,한국술집안씨막걸리,3.6,카페/주점-주점,010-9965-5112
충남 서천군 장항읍 원수리 141-12,운영시간: 10:00 ~ 22:00  휴일: 연중무휴,http://www.menupan.com/restaurant/restimg/000/zzmenuimg/j3005406_z.jpg,36.0009030125283,http://www.menupan.com/restaurant/onepage.asp?acode=J300540,126.725791727471,서해횟집,4.5,일식-생선회,041-956-5905
강원 양양군 양양읍 월리 339 1층,운영시간: 11:00 ~ 21:00  휴일: 매주 화요일,http://www.menupan.com/restaurant/restimg/004/zzmenuimg/h2012547_z.jpg,38.0700311035564,http://www.menupan.com/restaurant/onepage.asp?acode=H201254,128.625369649326,송이버섯마을,3.9,한식-샤브샤브,033-672-3145
강원 강릉시 성산면 산북리 880,"운영시간: 11:00 ~ 21:00  휴일: 1, 3주 수요일 휴무",http://www.menupan.com/restaurant/restimg/007/zzmenuimg/h2013774_z.jpg,37.7112793827558,http://www.menupan.com/restaurant/onepage.asp?acode=H201377,128.83028307778,오채연,3.9,한식-닭/오리요리,033-642-5288
서울 강남구 청담동 89-6 4층,운영시간: 20:00 ~ 04:00  휴일: 연중무휴,http://www.menupan.com/restaurant/restimg/007/zzmenuimg/d10361711_z.jpg,37.5244137034208,http://www.menupan.com/restaurant/onepage.asp?acode=D103617,127.041524619634,디브릿지(D.BRIDGE),3.8,카페/주점-바,02-549-2996
서울 용산구 한남동 743-1 2층,운영시간: 11:30 ~ 15:30  휴일: 매주 월요일,http://www.menupan.com/restaurant/restimg/009/zzmenuimg/h12089910_z.jpg,37.5374661754663,http://www.menupan.com/restaurant/onepage.asp?acode=H120899,126.999785436703,빠르크(PARC),4.4,한식-일반한식,02-792-2022
서울 영등포구 여의도동 37 아일엑스빌딩 104호,운영시간: 12:00 ~ 19:00  휴일: 명절,http://www.menupan.com/restaurant/restimg/001/zzmenuimg/g1015916_z.jpg,37.5199103260132,http://www.menupan.com/restaurant/onepage.asp?acode=G101591,126.924542698972,폴앤폴리나 여의도점,3.8,베이커리,02-761-1966
서울 송파구 석촌동 53-3 1층,운영시간: 11:00 ~ 00:30  휴일: 연중무휴,http://www.menupan.com/restaurant/restimg/009/zzmenuimg/r10733913_z.jpg,37.5060584313426,http://www.menupan.com/restaurant/onepage.asp?acode=R107339,127.10101518919,크레이지토마토(CRAZY TOMATO),3.8,양식-이탈리아음식,02-416-9555
경북 경주시 동천동 799-8,운영시간: 11:00 ~ 22:00  휴일: 명절,http://www.menupan.com/restaurant/restimg/004/zzmenuimg/h7023344_z.jpg,35.8545193792591,http://www.menupan.com/restaurant/onepage.asp?acode=H702334,129.223166193141,홍은식당,3.8,한식-갈비,054-772-8450
서울 종로구 돈의동 49-1,"운영시간: 11:00 ~ 21:00  휴일: 명절, 매주 일요일",http://www.menupan.com/restaurant/restimg/009/zzmenuimg/h1198496_z.jpg,37.5728187757594,http://www.menupan.com/restaurant/onepage.asp?acode=H119849,126.990799752011,종로할머니칼국수,3.0,한식-국수전문,02-744-9548
서울 성동구 상왕십리동 12-37 텐즈힐몰 1층 132호,운영시간: 10:00 ~ 22:00  휴일: 연중무휴,http://www.menupan.com/restaurant/restimg/003/zzmenuimg/h12080312_z.jpg,37.5704002354563,http://www.menupan.com/restaurant/onepage.asp?acode=H120803,127.024657133944,민물장어연구소,4.1,한식-몸보신,02-2232-2234
서울 강남구 논현동 80-24 한솔빌딩,운영시간: 11:30 ~ 22:00  휴일: 명절,http://www.menupan.com/restaurant/restimg/001/zzmenuimg/r10683113_z.jpg,37.5160125893864,http://www.menupan.com/restaurant/onepage.asp?acode=R106831,127.030082529027,빠삐뚜엡(5B2F),3.9,양식-파스타전문,02-515-7340
경기 용인시 기흥구 중동 705 라온포렉스A,운영시간: 11:30 ~ 21:00  휴일: 연중무휴,http://www.menupan.com/restaurant/restimg/002/zzmenuimg/r4026722_z.jpg,37.2751547052503,http://www.menupan.com/restaurant/onepage.asp?acode=R402672,127.146887426029,홍익돈까스 용인기흥점,4.2,양식-경양식,031-275-6336
강원 강릉시 연곡면 영진리 65-6,운영시간: 11:00 ~ 23:00  휴일: 연중무휴,http://www.menupan.com/restaurant/restimg/003/zzmenuimg/f2001036_z.jpg,37.8694225090636,http://www.menupan.com/restaurant/onepage.asp?acode=F200103,128.844772995082,위니버거(Winni Burger),3.8,패스트푸드-햄버거,033-662-0733
경기 안양시 만안구 안양동 674-48,운영시간: 10:00 ~ 22:00  휴일: 명절,http://www.menupan.com/restaurant/restimg/007/zzmenuimg/h4927174_z.jpg,37.399859897134,http://www.menupan.com/restaurant/onepage.asp?acode=H492717,126.921234680879,석기정,3.6,한식-찌개전문,031-444-6426
전남 여수시 수정동 322-15 엠블호텔 26층,운영시간: 12:00 ~ 24:00  휴일: 연중무휴,http://www.menupan.com/restaurant/restimg/004/zzmenuimg/r50016433_z.jpg,34.7425823963437,http://www.menupan.com/restaurant/onepage.asp?acode=R500164,127.751112719284,마레첼로,4.0,양식,061-660-5860
경기 광명시 하안동 427-7,운영시간: 10:00 ~ 22:00  휴일: 명절 휴무,http://www.menupan.com/restaurant/restimg/000/zzmenuimg/h4932404_z.jpg,37.4523059603177,http://www.menupan.com/restaurant/onepage.asp?acode=H493240,126.860274770379,장수촌 광명점,4.1,한식-닭/오리요리,02-899-7191
서울 서초구 반포동 63-1 쉐라톤 서울팔래스 강남호텔 서울 2층,운영시간: 07:00 ~ 22:00  휴일: 연중무휴,http://www.menupan.com/restaurant/restimg/002/zzmenuimg/j10397218_z.jpg,37.5009912542858,http://www.menupan.com/restaurant/onepage.asp?acode=J103972,127.001866871065,다봉,4.5,일식-정식,02-2186-6888
서울 종로구 청진동 128 Tower8 B1,운영시간: 11:30 ~ 22:30  휴일: 명절 휴무,http://www.menupan.com/restaurant/restimg/005/zzmenuimg/h1207654_z.jpg,37.570568610212,http://www.menupan.com/restaurant/onepage.asp?acode=H120765,126.980596652739,뚝심한우 광화문점,4.3,한식-생고기/등심,02-6226-8088
경기 가평군 설악면 가일리 183 민기남집,"운영시간: 09:30 ~ 18:30  휴일: 매월1,3주화요일휴무",http://www.menupan.com/restaurant/restimg/005/zzmenuimg/h4930453_z.jpg,37.5811814560005,http://www.menupan.com/restaurant/onepage.asp?acode=H493045,127.519220963334,민기남씨네,2.2,한식-닭/오리요리,031-585-3386
서울 강남구 청담동 83-6 이안빌딩1층,운영시간: 12:00 ~ 22:00  휴일: 매주 일 휴무,http://www.menupan.com/restaurant/restimg/009/zzmenuimg/r10711913_z.jpg,37.5259898299667,http://www.menupan.com/restaurant/onepage.asp?acode=R107119,127.041436573215,비스트로드욘트빌,3.9,양식-프랑스음식,02-541-1550
경기 안양시 동안구 관양동 1601 삼일프라자 102호 ~ 104호,운영시간: 12:00 ~ 03:00  휴일: 연중무휴,http://www.menupan.com/restaurant/restimg/003/zzmenuimg/h4922434_z.jpg,37.3939927847627,http://www.menupan.com/restaurant/onepage.asp?acode=H492243,126.962382096996,장충로하스족발,3.5,한식(족발전문점),031-383-5523
서울 종로구 내수동 72 경희궁의아침 3단지 상가 142호,운영시간: 11:30 ~ 21:00  휴일: 연중무휴,http://www.menupan.com/restaurant/restimg/003/zzmenuimg/h1201534_z.jpg,37.5732691805228,http://www.menupan.com/restaurant/onepage.asp?acode=H120153,126.971990145564,사발(SABAL),3.5,한식-일반한식,02-720-4845
경기 안양시 동안구 비산3동 34-2,운영시간: 11:00 ~ 22:00  휴일: 연중무휴,http://www.menupan.com/restaurant/restimg/001/zzmenuimg/h4925414_z.jpg,37.4140230326072,http://www.menupan.com/restaurant/onepage.asp?acode=H492541,126.953136368957,산마을우물가,3.7,한식,031-385-7740
서울 영등포구 영등포동4가 441-21 신세계백화점 9층,운영시간: 11:00 ~ 21:30  휴일: 백화점 휴무일,http://www.menupan.com/restaurant/restimg/007/zzmenuimg/j1040875_z.jpg,37.5172186306229,http://www.menupan.com/restaurant/onepage.asp?acode=J104087,126.906165282347,후쿠오카함바그 영등포신세계점,3.2,일식-기타,02-2639-4109
경기 고양시 일산동구 풍동 591-2,운영시간: 11:00 ~ 23:00  휴일: 연중무휴,http://www.menupan.com/restaurant/restimg/000/zzmenuimg/h4924804_z.jpg,37.6719905789639,http://www.menupan.com/restaurant/onepage.asp?acode=H492480,126.791857634196,가나안덕 일산본점,3.7,한식-닭/오리요리,031-907-5292
경기 부천시 소사구 범박동 153-2 부천범박힐스테이트2단지,운영시간: 11:30 ~ 22:00  휴일: 연중무휴,http://www.menupan.com/restaurant/restimg/008/zzmenuimg/c40247846_z.jpg,37.4743953859076,http://www.menupan.com/restaurant/onepage.asp?acode=C402478,126.807798315383,차이나몽,3.8,중식-일반,032-343-0082
서울 강남구 청담동 92-8,"운영시간: 11:30 ~ 22:00  휴일: 명절, 6월 6일, 1월 1일",http://www.menupan.com/restaurant/restimg/007/zzmenuimg/r10665714_z.jpg,37.5240442638864,http://www.menupan.com/restaurant/onepage.asp?acode=R106657,127.043746736602,그릴에이치(Grill H),3.9,양식,02-3446-5547
서울 용산구 이태원동 34-16 2층,운영시간: 11:00 ~ 24:00  휴일: 연중무휴,http://www.menupan.com/restaurant/restimg/007/zzmenuimg/d1025676_z.jpg,37.5338405304732,http://www.menupan.com/restaurant/onepage.asp?acode=D102567,126.988802073305,수지스,3.9,카페/주점-카페,02-797-3698
대전 유성구 죽동 614-7,운영시간: 12:00 ~ 22:00  휴일: 연중무휴,http://www.menupan.com/restaurant/restimg/004/zzmenuimg/f3002443_z.jpg,36.3808786788403,http://www.menupan.com/restaurant/onepage.asp?acode=F300244,127.326382371215,피제리아614 죽동점,3.7,양식-이탈리아음식,042-826-6147
서울 광진구 구의3동 219-31,운영시간: 09:30 ~ 21:30  휴일: 명절당일만 휴무,http://www.menupan.com/restaurant/restimg/007/zzmenuimg/h1193075_z.jpg,37.5394853100024,http://www.menupan.com/restaurant/onepage.asp?acode=H119307,127.09246678815,춘향골남원추어탕,4.3,한식,02-446-4005
경기 광주시 오포읍 신현리 660-1,운영시간: 06:00 ~ 21:30  휴일: 매주 월요일,http://www.menupan.com/restaurant/restimg/006/zzmenuimg/h4932964_z.jpg,37.3619823936038,http://www.menupan.com/restaurant/onepage.asp?acode=H493296,127.158018516402,숙아채콩나물국밥,3.9,한식,031-718-4005
서울 구로구 신도림동 360-51 디큐브백화점 5층,운영시간: 11:00 ~ 21:30  휴일: 연중무휴,http://www.menupan.com/restaurant/restimg/001/zzmenuimg/j1039018_z.jpg,37.5080173850713,http://www.menupan.com/restaurant/onepage.asp?acode=J103901,126.888620998274,사보텐 신도림디큐브점,3.4,일식-돈까스전문,02-2211-0556
경기 용인시 기흥구 보정동 901-12,운영시간: 11:00 ~ 22:00  휴일: 연중무휴,http://www.menupan.com/restaurant/restimg/000/zzmenuimg/h4932106_z.jpg,37.3037347010333,http://www.menupan.com/restaurant/onepage.asp?acode=H493210,127.09909764979,신포리쭈꾸미,3.7,한식-해물요리,031-897-3200
