,station,id,name,category,menu,tel,addr,lat,lng,ribbonType,priceRange
10,공덕,5931,남해바다,"['한식(어패류)', '생선회']","삼치회(소 4만5천원, 중 5만6천원, 대 6만8천원), 민어회(소 8만원, 중 11만5천원, 대 15만원), 병어회(소 4만5천원, 중 5만8천원, 대 6만8천원), 도다리쑥국(1만5천원)",02-707-3101,서울특별시 마포구 도화동 536 정우빌딩,37.54248,126.9473,RIBBON_ONE,2~4만원대
11,공덕,1419,라스텔라,"['기타', '뷔페']","조식(어른 2만8천원, 어린이 1만5천원), 점심(어른 4만원, 어린이 2만2천원), 저녁(어른 6만2천원, 어린이 3만7천원), 주말, 공휴일(어른 7만2천원, 어린이 3만9천원)",02-710-7272,서울특별시 마포구 도화동 169-1 가든호텔,37.540687,126.948342,RIBBON_ONE,4~10만원대
12,공덕,28269,락희옥,"['술집', '한식주점']","보쌈(300g 3만8천원), 차돌박이구이(200g 3만8천원), 육전(3만5천원), 김치말이국수(1만원), 된장찌개(9천원), 멍게비빔밥(1만3천원), 성게알밥(2만5천원), 민어회(6만원)",02-719-9797,서울특별시 마포구 공덕동 445-1 공덕더샵아파트,37.544303,126.948973,RIBBON_ONE,2~4만원대
13,공덕,29126,무삼면옥,"['한식(육류)', '제육', '한식(면류)', '물냉면']","메밀냉면(소 8천원, 중 1만1천원, 대 1만5천원), 강황완자만두(5천원), 제육(150g 1만원, 300g 2만원)",없음,서울특별시 마포구 공덕동 249-53,37.546686,126.95448,RIBBON_ONE,1만원 미만
14,공덕,29144,서경도락,"['한식(면류)', '평양냉면', '한식(육류)', '소불고기']","한우직화불고기(180g 2만6천원), 한돈수제갈비(250g 1만8천원), 평양냉면(1만1천원)",02-702-1092,서울특별시 마포구 도화동 204-9 근신제2별관,37.538376,126.947608,RIBBON_ONE,2~4만원대
15,공덕,9071,양지설렁탕,"['한식(탕/국/찌개/전골)', '꼬리곰탕', '도가니탕', '설렁탕']","양지설렁탕, 내장탕(각 1만원, 특 1만3천원), 꼬리탕, 도가니탕(각 1만6천원), 족탕(1만8천원), 수육(소 2만8천원, 대 3만8천원), 꼬리찜, 도가니수육(각 5만원)",02-716-8616,서울특별시 마포구 도화동 181-37,37.54192,126.9505,RIBBON_ONE,1~2만원대
16,공덕,707,을밀대,"['한식(면류)', '평양냉면', '한식(육류)', '수육']","물냉면, 비빔냉면(각 1만2천원), 회냉면(1만6천원), 수육(소 3만원, 대 6만원), 녹두전(9천원), 홍어(5만원)",02-717-1922,서울특별시 마포구 염리동 147-6,37.54745,126.9455,RIBBON_ONE,1~2만원대
17,공덕,18090,이요이요스시,"['일식', '스시']","점심스시오마카세(4만원), 저녁스시오마카세(6만원)",02-306-0372,서울특별시 마포구 공덕동 469 래미안 공덕5차,37.55016,126.9529,RIBBON_ONE,4~10만원대
18,공덕,1263,진미생태,"['한식(어패류)', '생태']","생태탕(소 3만2천원, 중 4만3천만원, 대 5만4천만원), 생대구탕(소 4만8천원, 중 6만원, 대 7만원), 오징어데침(1만5천원)",02-701-3274,서울특별시 마포구 용강동 508 e편한세상 마포3차,37.540823,126.944432,RIBBON_ONE,2~4만원대
19,공덕,6686,퍼블리크,"['디저트/차/베이커리', '베이커리']","카늘레(3천원), 크루아상(3천3백원), 에클레르, 몽블랑(각 5천원), 밤식빵(5천5백원), 마스카포네크루아상(4천5백원), 쇼콜라크루아상(4천2백원)",02-702-6919,서울특별시 마포구 구수동 68-29,37.5451702092445,126.93236783772224,RIBBON_ONE,1만원 미만
20,공덕,30656,고메오드,"['이탈리아식', '파스타']","트러플프렌치프라이(1만3천원), 안샘캐비어X참다랑어뱃살 유부초밥(1만6천원), 트러플화이트라구파스타(2만3천원), 블랙트러플탈리아텔레(3만3천원), 3주숙성한우채끝(150g 4만8천원)",02-336-1541,서울특별시 마포구 공덕동 476 공덕파크자이,37.544749366441955,126.94826001068026,NOT,2~4만원대
21,공덕,9068,고바우,"['한식(육류)', '돼지갈비', '돼지고기구이']","소금구이(150g 1만3천원), 돼지갈비(200g 1만3천원), 돼지껍데기(200g 8천원), 막창(180g 1만6천원)",02-712-7563,서울특별시 마포구 도화동 181-10,37.5420230834437,126.950695930047,NOT,1~2만원대
22,공덕,30098,곰탕반,"['한식(탕/국/찌개/전골)', '곰탕']","한우곰탕(1만원~2만5천원), 특곰탕(1만3천원~2만5천원), 수육(1만 5천원, 대 4만원), 내장수육(2만원), 소곱창전골(3만5천원)", 02-712-1801,서울특별시 마포구 공덕동 476 공덕파크자이,37.544749366441955,126.94826001068026,NOT,1~2만원대
23,공덕,78,굴다리식당,"['한식(일반한식)', '일반한식', '한식(탕/국/찌개/전골)', '김치찌개']","김치찌개(8천원),제육볶음(1만1천원), 계란말이(1만원)",02-712-0066,서울특별시 마포구 도화동 181-45,37.542067,126.950798,NOT,1만원 미만
24,공덕,9189,굴다리식당(2호점),"['한식(탕/국/찌개/전골)', '김치찌개']","김치찌개(7천원), 제육볶음(1만원)",02-706-0323,서울특별시 마포구 도화동 182-10,37.5415400527035,126.950684367131,NOT,1만원 미만
25,공덕,8265,궁중족발,"['한식(육류)', '족발']","족발(2만4천원, 2만8천원), 냉채족발, 양념족발, 파족발(각 3만5천원)",02-718-7087,서울특별시 마포구 공덕동 256-10 공덕시장,37.5447947887537,126.953258247848,NOT,1~2만원대
26,공덕,29091,녹기전에,"['디저트/차/베이커리', '아이스크림']","파이프(두가지맛 4천5백원), 포장(3가지맛 1만5천원, 4가지맛 2만원, 6가지맛 2만5천원)",070-8829-8020,서울특별시 마포구 염리동 148-22,37.5466789101409,126.945574746095,NOT,1만원 미만
27,공덕,30289,다락,"['한식(일반한식)', '떡볶이']","쟁반스페셜, 전골즉석(각 2인 8천원, 3인 1만1천원), 추가사리(1천원~2천원), 볶음밥(2천원), 치즈볶음밥(3천원), 매콤갈비만두, 순한갈비만두, 허니치즈만두(각 3천5백원), 물만두(3천원)",02-706-0519,서울특별시 마포구 도화동 340 에어몰 빌딩,37.54007159725981,126.94876562964025,NOT,1만원 미만
28,공덕,13158,다락떡볶이,"['한식(일반한식)', '떡볶이']","치즈스페셜(2인 7천원), 즉석떡볶이(2인 6천원), 스페셜(2인 5천원), 떡라면, 치즈라면(각 3천5백원), 물만두(3천원), 오징어덮밥(4천5백원), 김치볶음밥, 김치수제비, 떡만둣국(각 4천원)",02-706-0519,서울특별시 마포구 도화동 340 에어몰 빌딩,37.540014,126.948738,NOT,1만원 미만
29,공덕,7954,대감집,"['한식(육류)', '돼지고기구이']","삼겹살(1만4천원), 항정살(1만5천원), 보리밥(5천원)",02-717-6826,서울특별시 마포구 용강동 40-2,37.539664,126.944191,NOT,1~2만원대
30,김포공항,22368,안스베이커리,"['디저트/차/베이커리', '베이커리']","소라빵(2천1백원), 시나몬(3천2백원), 구운카레빵(2천3백원), 고르곤건강빵(3천원), 무화과브래드(5천8백원), 치즈바질(4천원)",02-6116-3058,서울특별시 강서구 방화동 886 김포공항역,37.562144131501,126.801570320177,RIBBON_TWO,1만원 미만
31,김포공항,7212,딘타이펑(롯데몰김포공항점),"['중식', '대만식중식', '샤오룽바오']","덤플링(4천원~1만4천원), 면류(7천5백원~1만2천원), 볶음밥(7천원~1만3천5백원), 매운소스새우고기훈툰(8천8백원), 샤오롱바오(9천원), 유린기(1만6천원), 새우냉채(소 1만8천원, 중 2만6천원), 칠리새우(1만8천5백원, 2만7천원)",02-6116-5537,서울특별시 강서구 방화동 882-2,37.563392,126.803427,NOT,2~4만원대
32,김포공항,13484,리틀사이공(김포공항점),"['아시아식', '베트남식']","에피타이저(6천원~8천5백원), 월남쌈(대 4만원, 중 3만5천원), 간가징늑맘(대 2만4천원, 중 1만5천원), 라이스&누들(8천5백원~1만2천5백원), 음료(3천원~6천원)",02-6116-5703,서울특별시 강서구 방화동 882-2,37.56677,126.8025,NOT,2~4만원대
33,김포공항,30798,이성당과자점,"['디저트/차/베이커리', '베이커리']","앙버터모나카(2천5백원), 도리과자(1천7백원~2천5백원) ",02-6116-3077,"서울특별시 강서구 방화동 886 김포공항, 롯데몰, 스카이시티",37.5713698504776,126.80296035927,ATTENTION,1만원 미만
34,서울역,728,일비노로소,"['이탈리아식', '파스타']","런치코스(5만원, 6만원), 디너코스(8만원, 10만원, 13만원), 스테이크(5만4천원~6만5천원), 파스타(2만5천원~6만8천원)",02-754-0011,서울특별시 용산구 후암동 340-5,37.550406932544966,126.98295724002746,RIBBON_TWO,4~10만원대
35,서울역,4655,품서울,"['한식(일반한식)', '모던한식']","점심코스(11만5천5백원), 저녁코스(11만5천5백원, 17만3천2백5십원, 23만1천원)",02-777-9007,서울특별시 용산구 후암동 358-17 대원정사,37.54897,126.9835,RIBBON_TWO,10~20만원대
36,서울역,1411,N그릴,"['유럽식', '프랑스식']","디너코스(12만원~17만5천원), 주말런치코스(6만원~9만원), 주말디너코스(11만원~13만5천원), 커플코스(35만원)",02-3455-9297,서울특별시 용산구 용산동2가 산1-3 YTN서울타워,37.54655,126.9866,RIBBON_ONE,10~20만원대
37,서울역,29216,금산제면소,"['중식', '탄탄미엔']",탄탄멘(1만2천원),,서울특별시 중구 회현동2가 31-1,37.558587,126.983715,RIBBON_ONE,1~2만원대
38,서울역,6477,목멱산방,"['한식(일반한식)', '비빔밥', '일반한식']","산방비빔밥(7천5백원), 불고기비빔밥(1만원), 육회비빔밥(1만3천원), 해산물부추전, 도토리묵채소무침(각 8천원), 연자육(1만2천원), 식혜(2천원)",02-318-4790,서울특별시 중구 남산동2가 25-4,37.55811637198653,126.98688953052782,RIBBON_ONE,1만원 미만
39,서울역,606,양평민물매운탕,"['한식(민물어패류)', '민물매운탕']","빠가사리매운탕(소 3만5천원, 중 4만원, 대 4만5천원, 특대 5만5천원), 메기매운탕, 잡어매운탕(각 소 2만5천원, 중 3만원, 대 3만5천원, 특대 4만5천원), 빙어튀김(1만2천원)",02-712-6657,서울특별시 용산구 청파동1가 149-2 동해해물탕,37.54896,126.9697,RIBBON_ONE,1~2만원대
40,서울역,1237,은성집,"['한식(탕/국/찌개/전골)', '부대찌개']","한우사골부대찌개, 살라미, 볼로니, 햄, 베이컨, 소시지(각 9천원), 한우안심스테이크(3만6천원), 모둠구이(중 5만2천원, 대 6만5천원)",02-797-2855,서울특별시 용산구 남영동 40-4,37.544346,126.973233,RIBBON_ONE,1만원 미만
41,서울역,1250,일미장어,"['한식(민물어패류)', '장어']","장어구이정식(3만2천원), 장어덮밥(1만6천원)",02-777-4380,서울특별시 용산구 동자동 35-44 부곡목욕탕,37.5521,126.9744,RIBBON_ONE,2~4만원대
42,서울역,815,촛불1978,"['기타', '양식', '디저트/차/베이커리', '카페']","채끝등심스테이크(300g 4만5천8백원), 코스(6만9천원), 세트(1인 5만9천원), 돈가스(1만1천8백원), 치즈돈가스, 남산골얼음돈가스(각 1만3천8백원)",02-757-1978,서울특별시 중구 예장동 8-38 촛불 레스토랑,37.556791,126.985334,RIBBON_ONE,4~10만원대
43,서울역,1307,티원(서울역점),"['중식', '일반중식']","티원 짜장면(9천원), 해물짬뽕(1만원), 생토마토탕수육(3만원), 티원소고기탕수육 (3만8천원), 새우가지(4만원), 망고크림 새우(3만6천원), 점심코스 (4만5천원~6만원), 저녁코스 (5만원~10만원)",02-392-0987,서울특별시 용산구 동자동 43-205 서울역(철도역),37.552352,126.971054,RIBBON_ONE,4~10만원대
44,서울역,130,남산골산채집,"['한식(일반한식)', '보리밥', '산채비빔밥', '산채정식']","산채비빔밥(8천원), 샐러드돈가스비빔밥(1만1천8백원), 불고기돌솥밥(1만2천8백원), 치즈돈가스(1만1천8백원), 돈가스(9천8백원), 모둠보쌈(3만5천원)",02-754-1978,서울특별시 중구 예장동 8-16,37.55682,126.9852,NOT,1만원 미만
45,서울역,6937,남산돈까스,"['기타', '경양식']","돈가스(8천원), 생선가스(8천원), 모둠정식(9천원)",02-777-7929,서울특별시 중구 남산동2가 49-24,37.556902,126.98572,NOT,1만원 미만
46,서울역,13546,남산삼계탕,"['한식(가금류)', '삼계탕']","삼계탕(1만2천원), 전복삼계탕(2만원), 전복죽(1만2천원), 추어탕(7천원), 낙지볶음(1만2천원), 닭볶음탕(3만5천원), 뼈없는닭발(1만원)",02-756-3756,서울특별시 중구 남산동2가 11-2,37.55977,126.9858,NOT,1~2만원대
47,서울역,3958,남산설렁탕,"['한식(탕/국/찌개/전골)', '설렁탕']","설렁탕(소 8천원, 대 1만2천원), 우거지탕(9천원), 우거지갈비탕, 갈비탕(각 1만2천원), 수육(소 3만5천원, 대 4만원)",02-777-3959,서울특별시 중구 예장동 8-22,37.556741,126.984914,NOT,1만원 미만
48,서울역,30478,다파비오,['이탈리아식'],"파스타(1만1천원~1만4천원), 토르티야피자(8천5백원), 로즈마리등심구이(200g 2만8천원), 그린후추안심구이(150g 3만원), 런치세트메뉴(1인 9천9백원)",02-771-3328,서울특별시 중구 남산동2가 30-2,37.559309159981304,126.9857484752118,NOT,1~2만원대
49,서울역,7811,달볶이,"['한식(일반한식)', '떡볶이']","달볶이, 순대, 튀김, 어묵, 꼬마김밥(각 2천원)",02-715-6137,서울특별시 용산구 청파동2가 55-9,37.545155,126.965636,NOT,1만원 미만
50,서울역,16287,대나무집,"['한식(육류)', '삼겹살']","와인삼겹살(1만1천원), 항정살(1만2천원)",02-753-7271,서울특별시 중구 남산동2가 18-7,37.558936,126.986102,NOT,1~2만원대
51,서울역,31068,더하우스1932,"['디저트/차/베이커리', '카페']","베리에이션커피(4천5백원~6천원), 핸드드립커피(6천원~1만원), 티(6천5백원~7천5백원), 밀크티(7천원), 에이드(6천5백원), 마늘바게트(4천2백원), 크로아상(3천8백원), 팡도르(5천원)",02-365-1932,서울특별시 중구 만리동1가 62-16,37.5554204286425,126.967434717654,NOT,1만원 미만
52,서울역,6673,더함,"['한식(일반한식)', '일반한식', '한정식']","한식코스(1인 2만5천원, 3만9천원), 런치스페셜코스(1인 2만원), 셰프스페셜코스(1인 8만원, 10만원), 한우육개장)9천원), 떡갈비(소 1만3천원, 대 2만원), 육전(소 1만5천원, 대 2만7천원), 꽃게장(4만5천원)",02-707-3692,서울특별시 용산구 청파동2가 71-88 명신프라자,37.5449,126.96762,NOT,2~4만원대
53,서울역,24525,도란도란,"['디저트/차/베이커리', '카페']","음료, 커피(1만원 미만)",02-773-1412,서울특별시 용산구 후암동 91,37.5518539294083,126.976605700352,NOT,1만원 미만
54,서울역,205,동보성,"['중식', '일반중식']","삼선짜장면, 삼선짬뽕(각 8천8백원), 삼선볶음밥(1만원), 탕수육(소 2만4천원, 대 3만원), 북경오리(6만6천원), 왕새우칠리소스(5만7천원, 8만5천원), 코스(5만원~25만원)",02-754-8002,서울특별시 중구 남산동2가 6-1,37.56034,126.9858,NOT,2~4만원대
55,서울역,7315,동아냉면(숙대2호점),"['한식(면류)', '비빔냉면']","만두(4천원), 냉면(4천원, 5천원), 비빔냉면(4천원, 5천원)",02-703-2796,서울특별시 용산구 청파동3가 24-24,37.544449,126.96955,NOT,1만원 미만
56,서울역,7890,뚱뚱이족발,"['한식(육류)', '족발']","족발(2만5천원, 3만원)",02-778-8998,서울특별시 중구 남산동2가 11-2,37.559769,126.985776,NOT,1~2만원대
57,서울역,14143,루싱,"['중식', '일반중식', '퓨전중식']","매생이통전복아스파라거스(1만8천원), 삼선샥스핀(소 4만8천원, 대 6만5천원),  사천식볶음짜장면(9천원), 해물누룽지(소 4만원, 대 5만6천원), 런치코스(2만8천원~5만원), 디너코스(4만5천원~6만5천원), 저녁보양식코스(7만8천원, 8만8천원)",02-6456-8911,서울특별시 중구 남대문로5가 541 서울스퀘어,37.55547,126.9737,NOT,2~4만원대
58,서울역,31187,르몽블랑,"['디저트/차/베이커리', '디저트카페']","베리에이션커피(3천5백원~5천원), 티(7천원), 에이드(7천원), 털실무스케이크(9천5백원), 에클레어(6천5백원)",02-774-3793,서울특별시 용산구 용산동2가 1-91,37.5449087560253,126.984857160188,NOT,1만원 미만
59,서울역,1106,만복림,"['중식', '일반중식']","오향장육(소 2마5천원, 중 4만원), 상어지느러미요리(소 4만5천원, 중 6만6천원), 제비집요리(소 5만원, 중 7만원), 류산슬(소 3만원, 중 4만5천원), 만두(7천원), 볶음밥(9천원~1만1천원), 삼선짜장면(7천원), 삼선짬뽕(8천원), 기스면(7천원)",02-753-5693,서울특별시 중구 남대문로5가 631 LG서울역빌딩,37.553853,126.974741,NOT,4~10만원대
60,서울역,23426,명동집,"['한식(육류)', '삼겹살']","삼겹살(200g 1만원), 참치김치찌개, 김치찌개, 동태찌개, 된장찌개(각 5천원), 제육볶음, 오징어볶음(각 6천원)",02-773-7318,서울특별시 중구 남대문로5가 63-2,37.5580620434733,126.972687824647,NOT,1~2만원대
61,서울역,8410,모리모리,['일식'],"수제돈가스(5천원), 모리모리스페셜(1만3천원), 볶음밥스페셜(6천원)",02-702-1441,서울특별시 용산구 갈월동 89-5,37.543318,126.97211,NOT,1~2만원대
62,서울역,13216,미나미야마,"['일식', '일식돈가스', '일식우동']","사누키우동(7천원), 철판치즈돈가스(1만3천원), 미나미라멘(1만2천원)",02-318-6696,서울특별시 중구 남산동2가 49-31,37.557213,126.985943,NOT,1~2만원대
63,서울역,6604,베나레스(숙대점),"['아시아식', '인도식']","커리(8천5백원~1만3천원), 탄두리(9천원~1만2천원), 커리파스타(1만원~1만2천원), 난(2천원~3천5백원), 라이스(2천원~1만1천원), 커플세트(2만3천원), 평일런치(5천5백원)",02-714-9982,서울특별시 용산구 청파동1가 75-2,37.544595,126.96888,NOT,1~2만원대
64,왕십리,28237,밀도,"['디저트/차/베이커리', '식빵']","담백식빵(4천8백원), 리치식빵, 시나몬러스크(각 5천원), 초코미니식빵(4천원), 잼(8천원~9천원), 큐브커스타드, 큐브초코(각 3천원)",02-497-5050,서울특별시 성동구 성수동1가 656-442,37.54623,127.0449,RIBBON_TWO,1만원 미만
65,왕십리,28115,보난자베이커리,"['디저트/차/베이커리', '베이커리']","치즈볼, 나초코, 크랜베리호두(각 3천5백원), 블랙올리브치아바타, 보난자바게트(각 2천8백원)",070-4799-5025,서울특별시 성동구 성수동1가 668-31,37.546834,127.044095,RIBBON_TWO,1만원 미만
66,왕십리,28236,본앤브레드,"['한식(육류)', '소고기구이', '한우오마카세']","맡림차림(8만원, 12만원), 점심세트(3만9천원~8만5천원), 지하1층 한우맡김차림(35만원)",02-2294-5005,서울특별시 성동구 마장동 781-15 새림약국,37.566790715500474,127.04450198300889,RIBBON_TWO,10~20만원대
67,왕십리,4792,군산아구산꽃게,"['한식(어패류)', '꽃게', '아귀']","아귀찜, 아귀탕(소 4만5천원, 중 5만5천원, 대 6만5천원), 꽃게양념찜, 꽃게탕(각 중 8만원, 대 10만원), 섞어찜, 섞어탕(각 소 6만원, 중 8만원, 대 10만원)",02-2295-7019,서울특별시 성동구 마장동 767-42 호남자동차공업사,37.5679,127.0451,RIBBON_ONE,2~4만원대
68,왕십리,8965,높은집종가산꼼장어,"['한식(어패류)', '곰장어']","숯불민물장어구이, 숯불바다장어구이(각 시가), 숯불산곰장어스페셜(5만원, 10만원), 전복구이(2만원)",02-2292-4074,서울특별시 성동구 행당동 292-41,37.56087,127.0329,RIBBON_ONE,2~4만원대
69,왕십리,171,대도식당,"['한식(육류)', '소고기구이']","한우등심(170g 4만2천원), 깍두기볶음밥(4천원)",02-2292-9772,서울특별시 성동구 홍익동 431 대도식당,37.56741500765416,127.03065677544468,RIBBON_ONE,4~10만원대
70,왕십리,12475,땅코참숯구이,"['한식(육류)', '돼지갈비', '돼지고기구이']","삼겹살, 목살, 갈매기살(각 200g 1만7천원), 물냉면, 비빔냉면(각 5천원)",02-2281-6908,서울특별시 성동구 행당동 292-34 세종보습학원,37.56068572701359,127.03303082484841,RIBBON_ONE,1~2만원대
71,왕십리,3826,성천막국수,"['한식(면류)', '막국수']","물막국수(6천5백원), 비빔막국수(7천원), 물막국수정식(9천5백원), 비빔막국수정식(1만원), 제육(반접시 5천5백원, 한접시 1만1천원)",02-2244-5529,서울특별시 동대문구 답십리동 33-28,37.569856,127.057795,RIBBON_ONE,1만원 미만
72,왕십리,28600,소나무,"['한식(육류)', '소고기구이']","한우소갈빗살(100g 1만5천원), 된장찌개, 물냉면, 비빔냉면(각 5천원)",02-2292-2222,서울특별시 성동구 행당동 292-7,37.560107,127.033277,RIBBON_ONE,2~4만원대
73,왕십리,682,용문집,"['한식(육류)', '소고기구이', '육사시미', '육회']","치마살, 토시살, 제비추리, 차돌박이(각 300g 6만원), 안창살(350g 8만원), 육회, 육사시미(각 250g 5만원), 스페셜암소한마리(700g 6만원), 한우암소한마리(700g 8만원)",02-2292-2218,서울특별시 성동구 마장동 437 마장동우시장먹자골목,37.57085,127.0418,RIBBON_ONE,4~10만원대
74,왕십리,1236,유래회관,"['한식(육류)', '소고기구이']","한우생등심(180g 4만2천원), 한우육회(180g 3만원), 된장국수, 볶음밥(각 4천원)",02-2293-8866,서울특별시 성동구 홍익동 357 유래회관,37.56639,127.0316,RIBBON_ONE,4~10만원대
75,왕십리,12441,일광쪽갈비,"['한식(육류)', '돼지등갈비']",쪽갈비(200g 1만1천원),02-489-5055,서울특별시 동대문구 답십리동 265-1,37.56903,127.0573,RIBBON_ONE,1~2만원대
76,왕십리,29870,치차로,"['술집', '와인바', '타파스바']","초리조스크렘블에그(1만원), 화이트엔초비감자튀김(1만3천원), 갈라시간문어알감자튀김(1만9천원), 이베리코돼지플루마(3만3천원)",02-462-0990,서울특별시 성동구 성수동1가 656-275,37.54849273237629,127.045889794952,RIBBON_ONE,1~2만원대
77,왕십리,24177,경기집,"['한식(육류)', '소고기구이']","모둠(500g 4만원, 700g 6만원, 900g 8만원), 안창살(200g 2만원), 차돌박이(200g 1만5천원)",02-2294-8774,서울특별시 성동구 마장동 437 마장동우시장먹자골목,37.5712588467467,127.041265161909,NOT,2~4만원대
78,왕십리,7207,남원추어탕(장안점),"['한식(민물어패류)', '추어탕']","추어탕(8천원), 미꾸라지숙회(중 2만원, 대 3만원)",02-2243-0042,서울특별시 동대문구 장안동 334-2,37.57175,127.0749,NOT,1만원 미만
79,왕십리,1076,대구집,"['한식(육류)', '소고기구이', '육사시미', '육회']","한우채끝살(400g 4만원), 한우꽃살, 안창살, 토시살, 갈빗살, 살치살(각 400g 5만6천원), 육사시미(250g 3만원), 육회(300g 3만원)",02-2294-6349,서울특별시 성동구 마장동  438,37.5709,127.041276,NOT,2~4만원대
80,왕십리,7210,대도식당(강남직영점),"['한식(육류)', '소고기구이']","한우생등심(1인분 250g 3만8천원),볶음밥(깍두기)(2천원),된장죽(2천원)",02-561-2283,서울특별시 강남구 삼성동 127-3,37.510142,127.054468,NOT,2~4만원대
81,왕십리,31360,대흥설농탕,"['한식(탕/국/찌개/전골)', '설렁탕']","해장국(7천원), 설렁탕(1만원, 특 1만3천원), 수육(3만원)",02-2249-3939,서울특별시 동대문구 장안동 192-75,37.5669741682164,127.06256224752,NOT,1~2만원대
82,왕십리,31191,드소영,"['디저트/차/베이커리', '디저트카페', '마카롱', '캐러멜']","마카롱(2천5백원~3천원), 찰리브라운초콜릿(6천원), 바닐라치즈케이크(7천원), 피스타치오&오렌지꽃(7천원)",0507-13610204,서울특별시 성동구 행당동 117-43,37.5574269357971,127.035129147107,NOT,1만원 미만
83,왕십리,30439,로우커피스탠드,"['디저트/차/베이커리', '커피전문점']","아메리카노(2천원), 카페라테, 카푸치노(각 2천5백원), 바닐라라테(3천원), 콤부차(4천원)",010-8636-3343,서울특별시 성동구 성수동1가 8-16,37.547119326953506,127.04661318185674,NOT,1만원 미만
84,왕십리,14307,마장동한우촌,"['한식(육류)', '소고기구이']","한우갈빗살, 한우꽃등심, 한우채끝(각 시가), 육회(150g 1만5천원, 250g 2만5천원), 한우갈비탕(1만3천원), 차돌된장찌개(7천원), 물냉면(8천원), 상차림비(1인 4천원)",02-2281-9292,서울특별시 성동구 마장동 439-1 마축일축산물시장,37.570643,127.041261,NOT,4~10만원대
85,왕십리,7916,목포산꽃게,"['한식(어패류)', '꽃게', '아귀']","양념꽃게찜, 꽃게찜, 꽃게탕(각 중 8만원, 대 10만원), 아귀찜, 아귀탕(각 소 4만5천원, 중 5만5천원, 대 6만5천원), 꽃게아귀찜, 꽃게아귀탕(각 소 6만원, 중 8만원, 대 10만원), 간장게장(소 6만원, 중 9만원, 대 12만원)",02-2292-1270,서울특별시 성동구 마장동 767-41,37.56773,127.045,NOT,2~4만원대
