,id,name,tel,category,address,x,y,bizhourInfo,menuInfo,star,reveiw
10,19862383,성수족발,02-464-0425,"['한식', '족발,보쌈']",서울특별시 성동구 성수동2가 289-273 동진빌딩 1F,127.0543700,37.5460720,매일 12:00~22:00 명절 휴무,"족발 (특대) 50,000 | 족발 (대) 45,000 | 족발 (중) 40,000 | 소주 4,000 | 맥주 5,000 | 클라우드 드래프트 5,000 | 막걸리 3,000 | 청하 5,000 | 백세주 8,000 | 음료수 2,000 | 공기밥 1,000",4.27,"1,347"
11,37699752,미아논나,02-2054-0111,"['양식', '샌드위치']",서울특별시 성동구 성수동2가 302-8,127.0529273,37.5445029,평일 08:00~20:00 | 주말 11:00~19:00 | 목요일 휴무,"후무스캐롯 12,000 | VERY 이탈리안 10,000 | 아메리카노 3,800",4.48,426
12,1708120554,소바식당,02-6339-1552,"['일식', '우동,소바']",서울특별시 성동구 성수동2가 315-49,127.0550097,37.5430390,매일 11:00~21:00 Break time 15:00~17:00,"전복,단새우 냉소바 13,000 | 단새우 냉소바 11,000 | 전복 냉소바 12,000 | 한우양지온면(특) 12,000 | 성게알덮밥(中) 18,000 | 연어덮밥 9,000 | 백명란덮밥 9,000 | 모듬고로케 9,000 | 타마고멘치카츠 9,000 | 게딱지장 덮밥 8,000 | 왕새우튀김 6,000",none,none
13,1418691530,포지티브 제로 라운지,02-462-5994,"['술집', '바(BAR)']",서울특별시 성동구 성수동1가 16-26,127.0509154,37.5436324,월요일 휴무 | 화요일 휴무 | 수요일 19:00~01:00 | 목요일 19:00~01:00 | 금요일 19:00~01:00 | 토요일 19:00~01:00 | 일요일 19:00~01:00,"Whiskey 변동가격(업주문의) | Wine 변동가격(업주문의) | Cheese Board 16,000",4.57,307
14,36813148,라화쿵부 건대점,02-462-7778,"['중식', '중식당']",서울특별시 광진구 자양동 9-5,127.0669120,37.5390242,매일 00:00~24:00,"마라탕 100g(5000원부터) 1,650 | 마라샹궈 100g 3,000 | 매운가재볶음 30,000 | 소고기야채쌀국수 8,000 | 완자야채쌀국수 8,000 | 양고기야채쌀국수 8,000 | 야채쌀국수 8,000 | 해물쌀국수 10,000 | 볶음면 8,000 | 볶음밥 7,000 | 훈둔 6,000 | 고기만두 7,000",none,none
15,48987185,쿵푸소룽샤&마라룽샤,02-463-8898,"['중식', '중식당']",서울특별시 광진구 자양동 13-39 1층,127.0650049,37.5395563,매일 11:30~23:30,"마라룽샤 32,000 | 마라샹궈 25,000 | 마라카오위 35,000 | 마라탕 8,000 | 매운라조기 15,000 | 가재새우세트 35,000 | 마라새우 32,000 | 마라광어찜 38,000 | 마라룽샤해산물모듬 大 68,000 | 마라룽샤해산물모듬 中 48,000 | 크림새우 18,000 | 사천식육편 18,000 | Set1(마라룽샤+꿔바로우+계란볶음밥+면사리or음료) 49,000 | Set2(마라새우+꿔바로우+계란볶음밥+면사리or음료) 49,000 | Set3(마늘룽샤+꿔바로우+계란볶음밥+면사리or음료) 52,000 | Set4(특가재+꿔바로우+계란볶음밥+면사리or음료) 52,000 | Set5(가재 새우 반반+꿔바로우+계란볶음밥+면사리or음료) 52,000",4.75,181
16,1509451621,카페 포제,070-8830-5994,"['음식점', '카페,디저트']",서울특별시 성동구 성수동2가 315-41,127.0557523,37.5429546,"매일 11:00~21:00 구정, 추석 당일 휴무","Espresso 4,500 | Americano 5,000 | Latte 5,500 | Flat White 5,500 | Espresso Cream 6,500 | Cold Brew Cream Coffee 6,000 | Orange Lemon Ade 6,500 | Choco 6,000 | Tea 5,500 | Milk Tea 6,500 | Vanilla Latte 6,000 | Mocha 6,500 | Brewing 7,000 | The Barn Berlin 250g Retails 27,000",4.33,307
17,1133097237,room dxyz,010-6837-6865,"['술집', '바(BAR)']",서울특별시 성동구 성수동2가 315-11 상민빌딩 3층,127.0559771,37.5426989,"금요일 18:00~24:00 일,월,화 휴무 | 목요일 18:00~24:00 일,월,화 휴무 | 수요일 18:00~24:00 일,월,화 휴무 | 토요일 14:00~24:00","타이거 맥주 6,000 | 조롱하이 7,000 | 보자보자 하니끄 7,000 | 띤또 7,000",none,none
18,1143331246,큐베이커,02-467-8510,"['카페,디저트', '베이커리']",서울특별시 성동구 성수동2가 300-11,127.0534543,37.5456112,매일 10:00~21:00 last order 20:30,"말차라떼 6,000 | 레몬에이드 6,000 | 카푸치노 5,500 | 라떼 5,500 | 시나몬 크로핀 2,800",4.51,44
19,1950372928,사위식당 성수점,02-2054-0110,"['한식', '곱창,막창,양']",서울특별시 성동구 성수동2가 302-8 블루스톤타워 지하 1층 B102호,127.0526591,37.5444391,매일 11:00~22:00 | 매일 15:00~17:00 브레이크타임,"낙곱새 11,000 | 한우대창덮밥 10,000 | 낙삼새 11,000 | 낙새 11,000 | 장모님 왕만두 4pcs 6,000 | 12곡 미숫가루 밀크 (500ml병) 6,000 | 동래부추전 12,000 | 사리 2,000 | 추가메뉴 8,000 | 대게다릿살 튀김 (5pcs) 6,000",none,none
20,1469201439,르프리크,02-2054-0119,"['음식점', '햄버거']",서울특별시 성동구 성수동2가 302-8,127.0526591,37.5444391,매일 11:30~21:00 월요일 휴무 / BREAK TIME (15:00~17:30) / 런치 11:30~15:00 (라스트오더 14:30) / 디너 17:30~21:00 (라스트오더 20:30),"Signature 9,800 | Chat Potato 6,500",4.39,184
21,1092567422,텅플래닛,02-498-1113,"['음식점', '카페,디저트']",서울특별시 성동구 성수동2가  317-9,127.0565220,37.5422450,월요일 11:00~21:00 | 화요일 11:00~21:00 | 수요일 11:00~21:00 | 목요일 11:00~23:00 | 금요일 11:00~23:00 | 토요일 11:00~23:00 | 일요일 11:00~21:00,"텅 시그니처 8,000 | 텅 아메리카노 5,500 | 텅 이모지케이크 12,000 | 텅 쿠키 3,000 | 텅 라떼 6,000 | 텅 자몽 에이드 7,000 | 텅 청사과 에이드 7,000 | 텅 복숭아 에이드 7,000 | 텅 커피 블렌디드 8,000 | 텅 요거트 블렌디드 7,500 | 텅 베리 블렌디드 7,500 | 텅 레이어드 케이크 13,000 | 텅플래닛 머랭 9,000 | 텅 팝파이 9,000 | 텅 콤마 7,000 | 텅 쿼트 7,000 | 텅 피리어드 7,000",4.59,53
22,1739440199,꿉당 성수점,02-465-6564,"['한식', '돼지고기구이']",서울특별시 성동구 성수동2가 273-24 경협회관 104호,127.0576554,37.5432311,매일 16:30~23:20 10월까지 일요일휴무,"목살 15,000 | 꿉살 18,000 | 럭키짱 고추장파스타 8,000 | 코쿠미쌀밥 3,000",4.28,37
23,1104075584,윕 성수,02-6951-1005,"['술집', '와인']",서울특별시 성동구 성수동2가 299-63 1층,127.0543121,37.5495869,매일 11:30~23:00 월 화 휴무,에그베네딕트 변동가격(업주문의),4.33,15
24,11721256,소문난성수감자탕,02-465-6580,"['한식', '감자탕']",서울특별시 성동구 성수동2가 315-100,127.0543869,37.5428369,매일 00:00~24:00 연중무휴,"감자국식사 7,500 | 감자탕 (소) 25,000 | 감자탕 (중) 28,000 | 감자탕 (대) 38,000 | 뼈추가 9,000 | 포장 (1인분) 10,000",4.36,"2,398"
25,1909731083,kuna,010-8008-1028,"['음식점', '이탈리아음식']",서울특별시 성동구 성수동2가 302-8 105호,127.0526591,37.5444391,월요일 17:00~22:00 | 평일 12:00~22:00 | 토요일 12:00~22:00 | 일요일 12:00~20:00 | 매일 15:00~17:00 Break Time,"바질페스토 파스타 19,000 | 포르치니와 4가지 버섯 베이컨 크림 뇨끼 19,000 | 부라타 16,000 | 그라브락스 리코타 18,000 | 크리스피하게 구운 문어 23,000 | 가지 라자냐 21,000 | 가지 튀김 12,000 | 이탈리안식 멘보샤 13,000 | 로브스터 먹물 뇨끼 29,000 | 오리 가슴살 스테이크 30,000",4.66,139
26,1031247842,TMH,010-4632-5202,"['음식점', '카페,디저트']",서울특별시 성동구 성수동2가 315-47,127.0552418,37.5429496,매일 11:00~20:00,"에스프레소 4,000 | 아메리카노 4,000 | 라떼 5,000 | 모카 5,000 | 바닐라 라떼 5,000 | 초코 5,000 | 밀크티 5,000 | 레몬에이드 5,000 | 진저티 5,000 | 필터 커피 (핸드 드립) 변동가격(업주문의)",none,none
27,34572827,자그마치,070-4409-7700,"['음식점', '카페,디저트']",서울특별시 성동구 성수동2가 317-12,127.0567256,37.5426733,매일 11:00~23:00 라스트오더:22시30분,"에스프레소 5,000 | 아메리카노 5,000 | 카페라떼 5,500 | 플랫화이트 5,000 | 모카라떼 6,000 | 말차라떼 7,000 | 얼그레이 프렌치 블루 7,000",4.3,480
28,38561949,어니언 성수,070-4353-3238,"['음식점', '카페,디저트']",서울특별시 성동구 성수동2가 277-135,127.0582135,37.5447845,평일 08:00~22:00 last order 21:30 | 주말 10:00~22:00 last order 21:30,"에스프레소 4,300 | 에스프레소 콘파냐 4,800 | 아메리카노 5,000 | 디카페인 커피 5,300 | 플랫 화이트 5,500 | 카페 라떼 5,500 | 카푸치노 5,500 | 이탈리안 카푸치노 5,300 | 바닐라 라떼 6,000 | 어니언 카페 모카 6,800 | 어니언 아인슈페너 6,500 | 딸기 요거트 6,500 | 베네수엘라 초콜렛 라떼 6,800 | 밀크티 6,500 | 패션후르츠 에이드 6,500 | 로즈 에이드 6,500 | 제주 당근 주스 6,300 | 꽃차 6,500 | 패션후르츠 티 6,500 | 로즈 티 6,500",4.39,"2,263"
29,1482957888,해만식당,02-6053-0309,"['일식', '덮밥']",서울특별시 성동구 성수동2가 315-17,127.0560381,37.5430678,매일 11:00~21:00 Break time 15:00-17:00,"아나고동 16,000 | 쇼유에비동 10,000 | 쇼유사케동 11,000 | 에비사케동 12,000 | 낫또장 4,000 | 낫또동 9,000 | 등심카츠 10,000 | 안심카츠 11,000 | 모듬고로케 6,000",none,none
30,19862383,성수족발,02-464-0425,"['한식', '족발,보쌈']",서울특별시 성동구 성수동2가 289-273 동진빌딩 1F,127.0543700,37.5460720,매일 12:00~22:00 명절 휴무,"족발 (특대) 50,000 | 족발 (대) 45,000 | 족발 (중) 40,000 | 소주 4,000 | 맥주 5,000 | 클라우드 드래프트 5,000 | 막걸리 3,000 | 청하 5,000 | 백세주 8,000 | 음료수 2,000 | 공기밥 1,000",none,none
31,37699752,미아논나,02-2054-0111,"['양식', '샌드위치']",서울특별시 성동구 성수동2가 302-8,127.0529273,37.5445029,평일 08:00~20:00 | 주말 11:00~19:00 | 목요일 휴무,"후무스캐롯 12,000 | VERY 이탈리안 10,000 | 아메리카노 3,800",none,none
32,1708120554,소바식당,02-6339-1552,"['일식', '우동,소바']",서울특별시 성동구 성수동2가 315-49,127.0550097,37.5430390,매일 11:00~21:00 Break time 15:00~17:00,"전복,단새우 냉소바 13,000 | 단새우 냉소바 11,000 | 전복 냉소바 12,000 | 한우양지온면(특) 12,000 | 성게알덮밥(中) 18,000 | 연어덮밥 9,000 | 백명란덮밥 9,000 | 모듬고로케 9,000 | 타마고멘치카츠 9,000 | 게딱지장 덮밥 8,000 | 왕새우튀김 6,000",4.31,297
33,1418691530,포지티브 제로 라운지,02-462-5994,"['술집', '바(BAR)']",서울특별시 성동구 성수동1가 16-26,127.0509154,37.5436324,월요일 휴무 | 화요일 휴무 | 수요일 19:00~01:00 | 목요일 19:00~01:00 | 금요일 19:00~01:00 | 토요일 19:00~01:00 | 일요일 19:00~01:00,"Whiskey 변동가격(업주문의) | Wine 변동가격(업주문의) | Cheese Board 16,000",4.57,307
34,36813148,라화쿵부 건대점,02-462-7778,"['중식', '중식당']",서울특별시 광진구 자양동 9-5,127.0669120,37.5390242,매일 00:00~24:00,"마라탕 100g(5000원부터) 1,650 | 마라샹궈 100g 3,000 | 매운가재볶음 30,000 | 소고기야채쌀국수 8,000 | 완자야채쌀국수 8,000 | 양고기야채쌀국수 8,000 | 야채쌀국수 8,000 | 해물쌀국수 10,000 | 볶음면 8,000 | 볶음밥 7,000 | 훈둔 6,000 | 고기만두 7,000",4.52,"1,510"
35,48987185,쿵푸소룽샤&마라룽샤,02-463-8898,"['중식', '중식당']",서울특별시 광진구 자양동 13-39 1층,127.0650049,37.5395563,매일 11:30~23:30,"마라룽샤 32,000 | 마라샹궈 25,000 | 마라카오위 35,000 | 마라탕 8,000 | 매운라조기 15,000 | 가재새우세트 35,000 | 마라새우 32,000 | 마라광어찜 38,000 | 마라룽샤해산물모듬 大 68,000 | 마라룽샤해산물모듬 中 48,000 | 크림새우 18,000 | 사천식육편 18,000 | Set1(마라룽샤+꿔바로우+계란볶음밥+면사리or음료) 49,000 | Set2(마라새우+꿔바로우+계란볶음밥+면사리or음료) 49,000 | Set3(마늘룽샤+꿔바로우+계란볶음밥+면사리or음료) 52,000 | Set4(특가재+꿔바로우+계란볶음밥+면사리or음료) 52,000 | Set5(가재 새우 반반+꿔바로우+계란볶음밥+면사리or음료) 52,000",4.75,181
36,1509451621,카페 포제,070-8830-5994,"['음식점', '카페,디저트']",서울특별시 성동구 성수동2가 315-41,127.0557523,37.5429546,"매일 11:00~21:00 구정, 추석 당일 휴무","Espresso 4,500 | Americano 5,000 | Latte 5,500 | Flat White 5,500 | Espresso Cream 6,500 | Cold Brew Cream Coffee 6,000 | Orange Lemon Ade 6,500 | Choco 6,000 | Tea 5,500 | Milk Tea 6,500 | Vanilla Latte 6,000 | Mocha 6,500 | Brewing 7,000 | The Barn Berlin 250g Retails 27,000",none,none
37,1133097237,room dxyz,010-6837-6865,"['술집', '바(BAR)']",서울특별시 성동구 성수동2가 315-11 상민빌딩 3층,127.0559771,37.5426989,"금요일 18:00~24:00 일,월,화 휴무 | 목요일 18:00~24:00 일,월,화 휴무 | 수요일 18:00~24:00 일,월,화 휴무 | 토요일 14:00~24:00","타이거 맥주 6,000 | 조롱하이 7,000 | 보자보자 하니끄 7,000 | 띤또 7,000",none,none
38,1143331246,큐베이커,02-467-8510,"['카페,디저트', '베이커리']",서울특별시 성동구 성수동2가 300-11,127.0534543,37.5456112,매일 10:00~21:00 last order 20:30,"말차라떼 6,000 | 레몬에이드 6,000 | 카푸치노 5,500 | 라떼 5,500 | 시나몬 크로핀 2,800",none,none
39,1950372928,사위식당 성수점,02-2054-0110,"['한식', '곱창,막창,양']",서울특별시 성동구 성수동2가 302-8 블루스톤타워 지하 1층 B102호,127.0526591,37.5444391,매일 11:00~22:00 | 매일 15:00~17:00 브레이크타임,"낙곱새 11,000 | 한우대창덮밥 10,000 | 낙삼새 11,000 | 낙새 11,000 | 장모님 왕만두 4pcs 6,000 | 12곡 미숫가루 밀크 (500ml병) 6,000 | 동래부추전 12,000 | 사리 2,000 | 추가메뉴 8,000 | 대게다릿살 튀김 (5pcs) 6,000",4.64,61
40,1321493330,카페온화 성수,02-461-0031,"['음식점', '카페,디저트']",서울특별시 성동구 성수동2가 302-4 1층,127.0524939,37.5452952,매일 11:00~23:00 라스트오더 22:00,"벌집수플레 20,000 | 플레인수플레 16,000 | 딸기수플레 19,000 | 만다린수플레 18,000 | 핸드드립 온 5,900 | 핸드드립 화 5,900 | 싱글오리진 7,000 | 아메리카노 5,900 | 카페라떼 6,500 | 오레그랏세 6,500 | 아인슈페너 7,500 | 밀크티 7,500",4.29,277
41,37408586,핑거팁스,070-4232-0805,"['음식점', '햄버거']",서울특별시 성동구 성수동2가 315-36,127.0551090,37.5431613,"평일 11:30~21:00 Break Time 15:00~17:30, Lunch last by 14:30, Dinner last by 20:30 | 주말 12:00~21:00 Break Time 16:00~17:00, Lunch last by 16:00, Dinner last by 20:30 | 공휴일 12:00~21:00 Break Time 16:00~17:00, Lunch last by 16:00, Dinner last by 20:30","치즈인덱스버거 7,900 | 미들버거 8,900 | 링버거 9,900 | 썸버거 10,900 | 미트볼 7,500 | 스파이시 버거보울 14,500 | 포테이토 머쉬룸 스프 6,500 | 씨저샐러드 8,500",none,none
42,1655086560,칙피스 성수점,02-2054-0248,"['양식', '샌드위치']",서울특별시 성동구 성수동2가 302-8 블루스톤타워 1층 101호,127.0528628,37.5444301,매일 11:30~21:00 Last Order 8:30PM,"팔라펠 버거 (Falafel Burger) 6,000 | 더 비건 버거 (The Vegan) 8,000 | 오믈렛 버거 (Omelette) 8,000 | 치킨 샤와르마 (Chicken Shawarma) 8,000 | 감자튀김 (French Fries) 4,000 | 오리지널 허무스 (Original Hummus) 5,000 | 사비흐 허무스 (Sabich Hummus) 7,000 | 통구이 콜리플라워 (Whole Roasted Cauliflower) 9,900 | 샥슈카 램/치킨 (Shakshuka Lamb/Chicken) 변동가격(업주문의) | 팔라펠 샐러드 (Falafel Salad) 6,000 | 더 비건 샐러드 (The Vegan Salad) 8,000 | 사비흐 샐러드 (Sabich Salad) 9,000 | 오믈렛 샐러드 (Omelette Salad) 10,000 | 아보카도 샐러드 (Avocado Salad) 10,000 | 치킨 샐러드 (Chicken Salad) 8,000 | 램케밥 샐러드 (Lamb Kebab Salad) 10,000 | 그릴 쉬림프 샐러드 (Grilled Shrimp Salad) 10,000 | 부채살 샐러드 (Flat Iron Steak Salad) 11,000 | 연어 스테이크 샐러드 (Salmon Steak Salad) 13,000 | 치킨 라이스 (Chicken Rice) 9,900 | 램케밥 라이스 (Lamb Kebab Rice) 10,900 | 부채살 라이스 (Flat Iron Steak Rice) 12,900 | 그릴 쉬림프 라이스 (Grilled Shrimp Rice) 10,900 | 팔라펠 라이스 (Falafel Rice) 9,900",none,none
43,1924517400,청주한씨,070-4086-0933,"['음식점', '한식']",서울특별시 성동구 성수동2가 316-23,127.0542485,37.5433409,매일 18:00~22:30 일요일은 휴무입니다,"청주한씨 술상 35,000 | 열기구이 15,000 | 삼치구이 16,000 | 브리치즈구이 15,000 | 노가리구이 12,000",none,none
44,1778707941,탐광,070-8869-3333,"['일식', '일식당']",서울특별시 성동구 성수동2가 315-24,127.0554483,37.5432134,"매일 11:30~21:00 15시~17시 쉬는시간/20시30분 마지막주문/예약불가/신정, 설당일&전날, 추석당일&전날 휴무","가츠동 9,000",4.26,716
45,1147099064,텐동식당,02-6339-0309,"['일식', '덮밥']",서울특별시 성동구 성수동2가 315-29,127.0549042,37.5433687,매일 11:00~21:00 Break time 15:00~17:00,"스페셜텐동 15,000 | 에비텐동 13,000 | 아나고텐동 12,000 | 이까 텐동 11,000 | 치킨 가라아게동 10,000 | 기본텐동 9,000 | 참깨 연두부 샐러드 2,000 | 모듬 덴뿌라(2人) 22,000 | 치킨가라아게(5p) 8,000 | 양파카레 3,000",4.1,140
46,1727881210,레몬그라스,010-4459-7022,"['음식점', '태국음식']",서울특별시 성동구 성수동2가 316-22 1층,127.0542854,37.5434226,목요일 11:30~21:30 (Break: 3-5시) | 수요일 11:30~21:30 (Break: 3-5시) | 금요일 11:30~21:30 (Break: 3-5시) | 주말 12:00~22:00 (Break: 3-5시) | 화요일 휴무 | 월요일 휴무,"Yum Som Rut 8,000 | Green Curry 14,000 | Shrimp Pad Thai 13,000 | Mango Sticky Rice 7,000 | Som Tam 9,000",4.44,200
47,1552139393,로스트인내추럴,070-4175-6933,"['술집', '와인']",서울특별시 성동구 성수동2가 315-21 2층,127.0558057,37.5430673,수요일 18:00~00:00 | 목요일 18:00~00:00 | 금요일 18:00~01:00 | 토요일 18:00~01:00 | 일요일 18:00~00:00,"감자와플 12,000 | 오리가슴살 28,000 | 태운 파프리카 파스타 18,000",none,none
48,1707013381,잇샐러드,070-8118-1751,"['도시락,컵밥', '다이어트,샐러드']",서울특별시 성동구 성수동2가 300-8 1층,127.0534932,37.5459065,매일 11:00~21:00,"ENERGIZER 12,900 | GLOWING SKIN 13,900 | STRESS RELEASE 12,900 | RICE SALAD 11,900 | REFRESH 12,900 | CLASSIC CHICKEN CAESAR 11,900 | VEGAN LIFE 12,900 | FOUR SEASONS 12,900",4.36,292
49,34203618,매운향솥,02-6461-0016,"['중식', '중식당']",서울특별시 광진구 자양4동 9-33,127.0662810,37.5391249,매일 11:30~23:30 연중무휴,"홍소퓨전해물볶음 15,000 | 농가고기볶음 12,000 | 마늘오징어머리 12,000 | 깐풍기 12,000 | 라조기 12,000 | 향라육사 12,000 | 경장육사 12,000 | 어향육사 12,000 | 천향돼지고기볶음 12,000 | 깐밴육사 12,000 | 향라감자볶음 12,000 | 홍소갈비 11,000 | 크림새우 11,000 | 깐풍새우 11,000 | 청경채새우볶음 11,000 | 바지락볶음 11,000 | 퓨전두부요리 10,000 | 백김치당면볶음 10,000 | 지삼선 9,000 | 토마토계란볶음 9,000 | 마파두부 7,000 | 건두부볶음 7,000 | 오이소고기무침 12,000 | 파단두부 10,000 | 가정식냉채 7,000 | 오이양장피 7,000 | 오이무침 7,000 | 해물두부탕 9,000 | 토마토계란탕 6,000 | 쏸라탕 6,000 | 해물볶음면 7,000 | 볶음면 6,000 | 온면 6,000 | 가지볶음밥 6,000 | 계란볶음밥 5,000 | 냉면 5,000 | 물만두 5,000 | 꿔바로우 11,000",none,none
50,1488397647,보이어,070-4866-5995,"['음식점', '양식']",서울특별시 성동구 성수동1가 16-26,127.0509174,37.5436572,토요일 12:00~23:00 | 금요일 12:00~23:00 | 목요일 12:00~23:00 | 수요일 12:00~23:00 | 화요일 12:00~23:00 | 월요일 휴무 | 일요일 휴무 | 매일 15:00~18:00 브레이크타임,"런치 세트 16,000 | 런치 알리올리오 16,000 | 런치 코코넛커리 16,000 | 런치 더치팬케이크 16,000 | 은대구파스타 24,000 | 어란파스타 23,000 | 스테이크 200g 44,000",none,none
51,742676592,마를리,02-467-0303,"['카페,디저트', '케이크전문']",서울특별시 성동구 성수동2가 315-55 1층,127.0547991,37.5428532,매일 09:00~23:00,"아메리카노 4,000 | 밀차라떼 5,500 | 레몬차 6,000 | 얼그레이 6,000 | 리얼초코렛 5,500 | 아보카도 사과주스 7,000",none,none
52,1030871168,Scene,02-468-2122,"['음식점', '카페,디저트']",서울특별시 성동구 성수동2가 314-2,127.0534542,37.5448952,매일 09:00~22:00 1층 카페 쎈느 영업시간 입니다 | 매일 12:00~19:00 2층 편집매장 영업시간입니다,"에스프레소 5,000 | 아메리카노 5,000 | 라떼 6,000 | 비프 밤 샌드위치 15,000 | 그릴드 머쉬룸 치킨 샌드위치 11,000 | 카야 오믈렛 샌드위치 12,000 | 시저 샌드위치 11,000 | 그릴드 에그 치킨 샌드위치 12,000",none,none
53,37472501,렁팡스,02-465-7117,"['음식점', '프랑스음식']",서울특별시 성동구 성수동2가 272-41,127.0606875,37.5407509,매일 12:00~23:00 Break time 3시부터 6시 | 월요일 휴무 건물 재건축으로 12월 31일까지 영업합니다 감사합니다 | 일요일 휴무 건물 재건축으로 12월 31일까지 영업합니다 감사합니다,"clam pasta 21,000 | mushroom pasta 23,000 | steak 45,000 | lunch set 16,000 | 돼지등심스테이크 29,000",4.65,85
54,32302447,프랑스포차,02-3144-9191,"['술집', '요리주점']",서울특별시 성동구 성수동2가 315-30,127.0547917,37.5433789,매일 17:30~02:00 | 일요일 17:30~24:00,"슈크르트 23,000 | 브이야베스 29,000 | 꼬꼬뱅 27,000 | 도피노아즈 18,000",none,none
